source,target
W4220731303,W3197143198
W4220731303,W3215177476
W4221082260,W3208226352
W4280557728,W3008255717
W4280557728,W3009890819
W4280557728,W3027515340
W4280557728,W3114809296
W4280557728,W3137254585
W4280557728,W4206898332
W4280557728,W4220740039
W3042306991,W3015651250
W3213844182,W3120240431
W3213844182,W3149020559
W4383878726,W4292608739
W3045906172,W2995787860
W3045906172,W3022513482
W3016139106,W3027229531
W3152561360,W3034770463
W3152561360,W3035332461
W3162726081,W3086673000
W3165008458,W3048694886
W3165781016,W3048694886
W3171219867,W3026998392
W3178845484,W2954061598
W3184856357,W3007293017
W3184856357,W3202243514
W3185884665,W3147598242
W3186818713,W3033306112
W3186818713,W3082250550
W3186818713,W3122815012
W3186818713,W3201023713
W3194851372,W3010371872
W3201096048,W4226024680
W3206673202,W3046325418
W3206673202,W3151189995
W3206673202,W3151834043
W3209922471,W2884982506
W3209922471,W2973044704
W3209922471,W3160690965
W3214198019,W3123952981
W3119888456,W3021823922
W3139369002,W2999516102
W3139369002,W3093503325
W3139369002,W3128734331
W3153110109,W3016139106
W3153110109,W3107164126
W3153110109,W3125902427
W3153110109,W3134235964
W3195684368,W3195684368
W4283118469,W3202179314
W3120402391,W3085239123
W3120402391,W3176805996
W3161146067,W3086125362
W3161484954,W3021823922
W3161484954,W3119888456
W3190397432,W3123170758
W3209276418,W3046925704
W3209276418,W3092020516
W3209276418,W3095603824
W3209276418,W3120303131
W3209276418,W3136185737
W3209276418,W3138713336
W3209276418,W3158261581
W3209276418,W3158675400
W3209276418,W3168336704
W3209276418,W3169488516
W3209276418,W3196694863
W3209276418,W4205847697
W3209276418,W4319792055
W4294124436,W2995038211
W4294124436,W4294124436
W4312212283,W3016880585
W4312212283,W4200454015
W4387082948,W4306651803
W4387082948,W4310276887
W4387082948,W4317838303
W4387082948,W4362594097
W4387082948,W4381325947
W3186526576,W3091730590
W3212637698,W3020844835
W3212637698,W3097671515
W3212637698,W4224287931
W3215540231,W4280509165
W4212863793,W3045002271
W4220973126,W3049603087
W4220973126,W3154140835
W4286776104,W4200087447
W4292534208,W3129615180
W4293030501,W3081030350
W4293030501,W4285730251
W4293030501,W4296252469
W4312175636,W3007804840
W4312175636,W3044846711
W3092647240,W3016324581
W3106635126,W3004585986
W3126283322,W3014299018
W3130480931,W3001166015
W3130480931,W3005344028
W3130480931,W3044109998
W3130480931,W3087922968
W3130480931,W3120991633
W3138257922,W3102571658
W3121377829,W3122876542
W3134235964,W3016139106
W3134235964,W3107164126
W3134235964,W3125902427
W3161852410,W3014588651
W3178200847,W3093584488
W3178200847,W3094263075
W3178200847,W3121923922
W3178200847,W3134566701
W3201936263,W3010299473
W3201936263,W3043074559
W3201936263,W3170451085
W3210423826,W3001090547
W3210423826,W3127768375
W3210423826,W3195144567
W3210856125,W3021201882
W3210856125,W3127407548
W3092787921,W3003403847
W3109433736,W3009660874
W3173640061,W3029419594
W4223577568,W3018354661
W4223577568,W3100657927
W4223577568,W3137684502
W4223577568,W3138304752
W4223577568,W3149882728
W4223577568,W3209818334
W4223577568,W3214806220
W4384764756,W3119470061
W4384764756,W4200367912
W4384764756,W4281776109
W4384764756,W4368363271
W3124469420,W3002169628
W3124469420,W3041829085
W3134012401,W3014276129
W3134012401,W3083912884
W3186096380,W3031870922
W3186096380,W3186668578
W4280650946,W3112753333
W4391859504,W3178406985
W4391859504,W3185044965
W4391859781,W4292721919
W4391859781,W4327587459
W4391872529,W4382317980
W4391883389,W3026459382
W4391883389,W4224252467
W4391883389,W4298622182
W4391885755,W4312966911
W4391885755,W4389555098
W4391886200,W4224226625
W4391916276,W4311894726
W4391916276,W4365509335
W4392960274,W4386964827
W4392960274,W4388850656
W4393183938,W3175518332
W4393183938,W4380433150
W4393186968,W3186182933
W4393205977,W3087201475
W4393205977,W4307210331
W4393205977,W4390009022
W4394975213,W3044845705
W4394975213,W3175295516
W4394975213,W3190009545
W4394975213,W4213375134
W4394975213,W4319984864
W4394992696,W4210327943
W4395041629,W3192801131
W4395045682,W4283071125
W4395051910,W3003937248
W4395051910,W3016914632
W4395051910,W3198132095
W4395051910,W4210687266
W4395051910,W4292266436
W4396667541,W4285223195
W4399158835,W3042147453
W4399158835,W3133091453
W4399158835,W4210649832
W4399158835,W4226367776
W4399158835,W4284899930
W4399163124,W3082275676
W4399173286,W3208928103
W4399173286,W4294628862
W4399327219,W3046978472
W4399450433,W3156641596
W4399450433,W4281738361
W4400161505,W3205802794
W4400161505,W4366003012
W4400268940,W3209407001
W4400302853,W4321378892
W4400302853,W4385522786
W4400315121,W4396611651
W4400318378,W4300688476
W4400318378,W4378232989
W4400318378,W4387735194
W4400345011,W3166700487
W4400345011,W4210823650
W4400345011,W4211171992
W4400345011,W4212799904
W4400345011,W4389639949
W4400369002,W3209385045
W4400369002,W4367183993
W4401284655,W3125621327
W4401284655,W3125706047
W4401969964,W3109060025
W4402065859,W4387634070
W4402127854,W4210333278
W4402135056,W2999789837
W4402135056,W3025799829
W4402550650,W4294770647
W4403299989,W4387865390
W4403305529,W3002548998
W4403305529,W4376642142
W4403307057,W3128211238
W4403307057,W3185129936
W4403307057,W4200520672
W4403307057,W4402406679
W4403308221,W4403204677
W4403311574,W3020415897
W4403311574,W3023537476
W4403311574,W3092945008
W4403311574,W4283723254
W4403311574,W4311148490
W4403318745,W4318323735
W4403318745,W4390339346
W4403324416,W4294959241
W4403324416,W4298005580
W4403324416,W4383224507
W4403329814,W4280541945
W4403329814,W4321350436
W4403329814,W4387026524
W4403329814,W4387578686
W4403335393,W4379015419
W4403335393,W4392718095
W4403361276,W3199664963
W4403361276,W4293043551
W4403361276,W4323310729
W4403361276,W4382241920
W4404767181,W3046296258
W4404767181,W3115382308
W4404767181,W4310281452
W4404814257,W4308482710
W4404814257,W4322752884
W4405108568,W3082823188
W4405108568,W3104754456
W4405111465,W3113438500
W3006737296,W3105390476
W3021981455,W2997234641
W3047444958,W3010302115
W3083457748,W3119597992
W3083457748,W3171714190
W3107381836,W3035888681
W3107381836,W3087732627
W3107381836,W3092621639
W3124521938,W3132867994
W3135882697,W3010239950
W3135882697,W3039522173
W3138159625,W3028952982
W3138159625,W3193775040
W3195183660,W3150934354
W3198818803,W4280555840
W3212230781,W3106923949
W4207050554,W3093916248
W4220988761,W3207634390
W4283260583,W3090958893
W4283260583,W3164103598
W4283260583,W3188247155
W4283583373,W3115597955
W4296021881,W3057408304
W4296021881,W3138379898
W4297539915,W4221125452
W4308814166,W4285013414
W4312074544,W3005546911
W4312074544,W4225522864
W4312074544,W4292575169
W4313288135,W3157524108
W4313288135,W4200634006
W4313288135,W4313288135
W4391805873,W3024070644
W4391805873,W3084403972
W4391805873,W3204167380
W4391826311,W3031110778
W4391826311,W3037601387
W4391826311,W3081078596
W4391826311,W3165381787
W4391826311,W3215789725
W4391826311,W4293569995
W3201094649,W3122709621
W3124710478,W3016446189
W3205562704,W3012492838
W3205562704,W3045741922
W3205562704,W3087144526
W3205562704,W3098379067
W4294315424,W3118256532
W4294315424,W3126554669
W3183126191,W3005198246
W3183839239,W3047969539
W3107564445,W3047267332
W3107564445,W3138327145
W3109060025,W3048753954
W4297256303,W3171617836
W3022513482,W2995787860
W4293078657,W3197826636
W4294335433,W4282976908
W4295095782,W3017065331
W4295095782,W3184609148
W4307698951,W2431740215
W4307986353,W3092153749
W4307986353,W4225709181
W4308301050,W4239899737
W4308743611,W2963998142
W4308743611,W4213145937
W4309645509,W3186877229
W4311183460,W3121668723
W4311183460,W4285729135
W4312171795,W3062442779
W4312171795,W3153371264
W4312428247,W3189923421
W4315619616,W3003178326
W4315619616,W3024233645
W4316652454,W3138159625
W4316652454,W3153840074
W4316652454,W3193775040
W4316652454,W4205856900
W4316652454,W4384300214
W4317989552,W3051757940
W4317989552,W3209234301
W4361271243,W3015987208
W4361271243,W3128252089
W4364381930,W3020568545
W4364381930,W4226360671
W4367055486,W3024441316
W4367055486,W3034871248
W4367055486,W3082823188
W4367188918,W3110355378
W4367188918,W3133113169
W4378900297,W3095230498
W4379383719,W3080206895
W4379386277,W3152946278
W4383678343,W3023537476
W4383678343,W3059087437
W4385789865,W4283690994
W4386411439,W3172568363
W4386411439,W4220925870
W4386458224,W2811492944
W4386458224,W2991990030
W4386458224,W3082325971
W4386458224,W3213081841
W4387079080,W4214510483
W4387231895,W3205910945
W4387231895,W4297200857
W4387333592,W3082275676
W4387333592,W4282586052
W4387333592,W4306775905
W4387447701,W3127116596
W4387504110,W4386827654
W4389124585,W4221082260
W4389125468,W3103994142
W4389125468,W4292575169
W4389565240,W4287926674
W4389610856,W3202854499
W4389610856,W4225001645
W4389610856,W4226518299
W4389610919,W2999230507
W4389610919,W3152678839
W4389610919,W3163756137
W4389610919,W3170847820
W4389610946,W3101405959
W4389610946,W3205401688
W4389610946,W4318036170
W4389612220,W4281625535
W4389612220,W4285389460
W4389612220,W4285491245
W4389612220,W4386123289
W4389612220,W4388911842
W4389613054,W3047901769
W4389613054,W4382020790
W4389627755,W3082453374
W4389667031,W4308469414
W4391282361,W4293200144
W4391798322,W3000630830
W4391798322,W3048144875
W4391798322,W4312924492
W4391798322,W4317787019
W4391798322,W4366335632
W4391806559,W3000679160
W4391806559,W3155729732
W4391806559,W4285260202
W4391819133,W3136185737
W4391819133,W3138713336
W4391819133,W3169488516
W4391819133,W3200858661
W4391819133,W3209276418
W4391819133,W4224216609
W4391819133,W4284686978
W4391819133,W4292834578
W4391819133,W4296487172
W4391819133,W4312982928
W4391819133,W4315785681
W4391819133,W4319792055
W4391819133,W4365443166
W4391819133,W4385400366
W4391819133,W4387742133
W4391840691,W4390034697
W3091768504,W3038986359
W3091768504,W3048441510
W3091768504,W3087201475
W3099921734,W3016693889
W3154343748,W3006237150
W3154343748,W3039935048
W3163647881,W3036038868
W3163647881,W3088925367
W3213695424,W3128738139
W3128974193,W3006630257
W3128974193,W3024352503
W3128974193,W3033298098
W3128974193,W3034103120
W3128974193,W3044005990
W3194361448,W3153371264
W3199933664,W3093567678
W3199933664,W3094076333
W3199933664,W3200676775
W3205910945,W3045969701
W3205910945,W3112836024
W3216713550,W3030260569
W3216713550,W3155825356
W4280509165,W3216906500
W4281258188,W3097008970
W4384937345,W4295034808
W4384937345,W4297905729
W4384937345,W4306777596
W4384937345,W4312138735
W4384937345,W4321350436
W3110756341,W2997234641
W3110756341,W3160017649
W3141285868,W3009112930
W3153239139,W3082590626
W3203028150,W2997858997
W3208267152,W3125389930
W3208267152,W3178195144
W4360616608,W3215540231
W4360616608,W3215994162
W4360616608,W4280509165
W4360616608,W4313003794
W4383816365,W3033701072
W3186633981,W3080362345
W3186633981,W3135264265
W3186633981,W3157914468
W3156787528,W3024731180
W3156787528,W3062442779
W3156787528,W3128000984
W3216891668,W3008642377
W3216891668,W3038378976
W4210773306,W4200457533
W3093405942,W3015370321
W4220675925,W4205354784
W3107164126,W3016139106
W3121247387,W3000953500
W3121247387,W3040561477
W3121247387,W3198982980
W4316662836,W4205736089
W4316672971,W4200619051
W4321606007,W3121247387
W4321606007,W3200190042
W4321606007,W4226400050
W4321606007,W4285019262
W4321606516,W3064462073
W4321606516,W4220902038
W4322704165,W3004585986
W4322704165,W3106635126
W4322704165,W3164803646
W4367051206,W4213379987
W4367051206,W4213428748
W4367051206,W4283372165
W4376134353,W4313199127
W4379392013,W4379392013
W4379469110,W3184539515
W4379472332,W3045969701
W4379472332,W4200049110
W4379536919,W3005309212
W4379536919,W4210930321
W4379536919,W4380264219
W4382319861,W4382319861
W4384694399,W4384694399
W4384828507,W3000078080
W4384828507,W3122414598
W4386346727,W3138917719
W4386346727,W3196868449
W4386346727,W4252401579
W4386346727,W4283777196
W4386346727,W4386346727
W4387332130,W3015081687
W4387332130,W3190551248
W4387490668,W3047991288
W4387490668,W3048028269
W4387490668,W4229054469
W4387490668,W4290928181
W4387490668,W4290928794
W4387490724,W3047991288
W4387490724,W3048028269
W4387490724,W3196412959
W4387490724,W4229054469
W4387490724,W4290928181
W4387490724,W4290928794
W4387868799,W3064462073
W4387868799,W4311180248
W4387898907,W3027674719
W4387898907,W4205493197
W4387902068,W3049498556
W4387902068,W3096690009
W4387902068,W3153235799
W4387902068,W3202083431
W4387902068,W4211181130
W4387902068,W4376131252
W4387905851,W2929425553
W4387905851,W4381143942
W4389042254,W3109664072
W4389042254,W3118094392
W4389042254,W3118908116
W4389555098,W4226307367
W4389555098,W4312966911
W4389567636,W3103760605
W4389567636,W4389567636
W4389599830,W4205739246
W4389599830,W4283447086
W4389599830,W4304891431
W4389599830,W4313360224
W4389609882,W3025520937
W4389609882,W4366783376
W4389663847,W3086341487
W4389663847,W3087761127
W4389687621,W3126495340
W4391289752,W4361222790
W4391770481,W4315489127
W4391776044,W3085491899
W4391776044,W4316036799
W4391847266,W3025390326
W4391848456,W3217626904
W4391886482,W3112753333
W4391886482,W4280650946
W4391886482,W4386410048
W4391909880,W4309241599
W4392966669,W3173989993
W4392966669,W4210878853
W4392966669,W4295206944
W4393180065,W3161367731
W4393183519,W3190648115
W4395011339,W3046925704
W4395011339,W3115268722
W4395011339,W3130854819
W4395011339,W4205847697
W4395011339,W4206316138
W4395012404,W3049603087
W4395012404,W3094927067
W4395012404,W3122731132
W4395012404,W3164310870
W4395012404,W3212649073
W4395012404,W4207067144
W4395012404,W4220973126
W4395012404,W4294762679
W4395012404,W4396509227
W4399694591,W3027923394
W4399694591,W3099226599
W4399694591,W4323255809
W4399694591,W4353074852
W4400281375,W3087989287
W4400281375,W3099738996
W4400281375,W3139998753
W4400281375,W3196085082
W4400378441,W4282585322
W4403299888,W4403996627
W4403307007,W4317368707
W4403307007,W4399608795
W3047009931,W3009996790
W3105354345,W3037526938
W3120461524,W3008585422
W3127910041,W3009392212
W3138049272,W3009458933
W3161008236,W3025799829
W3162036231,W3174792830
W3162214257,W3149723241
W3165977502,W3014762812
W3165977502,W3025017384
W3179475749,W3117407212
W3200846479,W4398869439
W3201238108,W3118775142
W3201238108,W3190699790
W3207237699,W3168928676
W4206438471,W3157675929
W4206438471,W3198674052
W4211245180,W3046855321
W4211245180,W3155326837
W4224308422,W4205911334
W4229056241,W3187858398
W4229056241,W4206931596
W4280535130,W4210782142
W4282968332,W3118057031
W4282968332,W3198171014
W4283575894,W4212861527
W3142832857,W3128576022
W3145220036,W3094596744
W3146346943,W3026501815
W3180589277,W3096586182
W3187906057,W3088080845
W3200471673,W2999219198
W3200471673,W3035312422
W3200471673,W3206949713
W3206261232,W3188622918
W3210274132,W3109542096
W3211130648,W3136496198
W3211544782,W3001284768
W4200048389,W3029714478
W4200609333,W4200609333
W3161548647,W3017098321
W3161548647,W3031016015
W3161548647,W3042295717
W3181450689,W3117666434
W3216767773,W3035924408
W3216767773,W3101748375
W3216767773,W3165292947
W4220683190,W3204801527
W4280504228,W3003403847
W4311180248,W3064462073
W4311180248,W4220902038
W4315650855,W3163007745
W4315650855,W3171681979
W4315650855,W4226299395
W4315650855,W4247645248
W4315650855,W4282914372
W4315650855,W4282976908
W4315650855,W4291448064
W4385335447,W3113777869
W4385335447,W4226536364
W4385335447,W4286457309
W4385335447,W4290774101
W4385335447,W4317611423
W4385635120,W3116597420
W4385635120,W3150934354
W4385635120,W3159526741
W4389165634,W3123007620
W4389165634,W4229000375
W4389165634,W4388487306
W3026386331,W2995787860
W3088363512,W3098462953
W3094834224,W3003017344
W3119612254,W3027253824
W3188727573,W4281482998
W3189256683,W3105931884
W3189256683,W3131960913
W3194433631,W3022218281
W3197347846,W3196989021
W3033370949,W3022493722
W3087254288,W3046925704
W3087254288,W3089093830
W4206073718,W3012441053
W4206073718,W3044151238
W4206073718,W3217457136
W4214680592,W3039248883
W4283273935,W3203388540
W4283273935,W3208938656
W4283273935,W4200349646
W4283273935,W4214883629
W4293530883,W4229446076
W4360620511,W2985988539
W4360620511,W3030528044
W4360620511,W3084213432
W4360620511,W3213564123
W4389625558,W3049316044
W4389625558,W3084108702
W4389625558,W4288808830
W3093709747,W3036531084
W3093709747,W3082576200
W3094438564,W3093567678
W3108707052,W3024110298
W3175153916,W3044305908
W3175153916,W3080551077
W3175153916,W3152442553
W3177306017,W3122048951
W3196386793,W3089401273
W4379467311,W3094216584
W4386425250,W4321369071
W4386425250,W4366723056
W3115382308,W3046296258
W3137711935,W3093330980
W3169932656,W3040124858
W3200909231,W3195027484
W4280510830,W3014299018
W4280510830,W3043003497
W4280510830,W3110049079
W4280510830,W3122574248
W4280510830,W3186182933
W4280510830,W3199134881
W4280510830,W3212402293
W4307852475,W4294816454
W4312191620,W3206414059
W4312191620,W4200344059
W4318913147,W4318913147
W3133042529,W3005168396
W4220844774,W3170301428
W4286383423,W3004397683
W4286383423,W3046741291
W4286383423,W3155729732
W4286383423,W3180486861
W4286383423,W3194913334
W3178406985,W3159743284
W3209272191,W3004713990
W3209272191,W3128210037
W4205846762,W3010510454
W4205846762,W3015600534
W4205846762,W3138355209
W4205846762,W3152457746
W4210384844,W3155693730
W4210384844,W4210384844
W4210384844,W4210878853
W4220684081,W3016767903
W4220740039,W3027515340
W4220740039,W3083461443
W4220740039,W3114809296
W4220740039,W3137254585
W4220740039,W3157665187
W3205756377,W3010325373
W2982521481,W3019220537
W3087993455,W3009358763
W3162083041,W3015328616
W3162083041,W3162083041
W3162791287,W3128576022
W3165321774,W3120107884
W3165321774,W3141643559
W4241702334,W3169288790
W4256622947,W3118148042
W4286826061,W3009199536
W4287225825,W3011220446
W4287225825,W3209272191
W4289777698,W3192281795
W3136847487,W3049074820
W3136847487,W3096449925
W3170690210,W3015789123
W3170690210,W3039522173
W3199699673,W3033103071
W3207614578,W3091268720
W3207614578,W3094645258
W3207614578,W3157822456
W3207614578,W4285349710
W3210316109,W3093567678
W3210316109,W3094076333
W3210316109,W3094438564
W3210316109,W3199933664
W3213256305,W3035317046
W3213414441,W3096304424
W4230472536,W3023030096
W3006630257,W3006630257
W3093567678,W3087540843
W3093567678,W3094076333
W3093567678,W3094438564
W3093567678,W3131471856
W3093567678,W3149056807
W3093567678,W3200676775
W3027229531,W3016139106
W3126927513,W4249342277
W3155443067,W3106718012
W3155443067,W3165405991
W3174188798,W3033022035
W3174188798,W3033306969
W3174188798,W3034012291
W3179853910,W3047692644
W3182482415,W3038986359
W3182482415,W3048441510
W3182482415,W3087201475
W3182482415,W3091768504
W3182482415,W3094607616
W3182482415,W3130254816
W3184920538,W3144311280
W3184920538,W3184920538
W3191514720,W3113669281
W3192515703,W3087616194
W3192515703,W3200985117
W3193696893,W3049292454
W3193696893,W3097442637
W3193696893,W3167856789
W3195749616,W3082335109
W3198375231,W3005948557
W3198940223,W3113438500
W3200798345,W3009838129
W3205618275,W3022466640
W4200482758,W3012464010
W4200482758,W3057408304
W4200482758,W3131080813
W4200482758,W3189607597
W4205775565,W3010289833
W4206759260,W3110662851
W4220658834,W3014159436
W4235686666,W3213832074
W4280545307,W4210443153
W4280545307,W4393847237
W4283270801,W3189192537
W4283574002,W3043048973
W4284899930,W3133091453
W4285009231,W3031110778
W4285009231,W3165381787
W4287226024,W3011220446
W4287226024,W3040784645
W4287226024,W3154211345
W4287226024,W3206371861
W4288765339,W3035741173
W4294203256,W3033831725
W4310787753,W3168486763
W4200570889,W4210277199
W4214823564,W3129265200
W4220720363,W3185070319
W4220720363,W4211043562
W4220793584,W3164582815
W4220841233,W4200423074
W4223546643,W3212665588
W4225331903,W3004343084
W4225331903,W3087989287
W4225331903,W3150670509
W4391853784,W3136713081
W4391853784,W4287201925
W4391853784,W4387870837
W4392961657,W3036570619
W4392961657,W3043949827
W4392961657,W3121378486
W4392961657,W3194680709
W4392961657,W3196501854
W4392961657,W3206060851
W4392961657,W4210460502
W4392961657,W4307279397
W4393182505,W4213345564
W4393182505,W4308680140
W4395014715,W4362522395
W4395014715,W4388501635
W4395014715,W4393853341
W4395014715,W4394841493
W4395014715,W4396562329
W4400278230,W4399467647
W4400281395,W3010971886
W4400281395,W3022094789
W4400281395,W3049600165
W4400364208,W3095206569
W1505124824,W2999752504
W4317838303,W4285501337
W4317838303,W4289537608
W3184308683,W3083489426
W3184308683,W3184308683
W3138327145,W3047267332
W4366261256,W3002506417
W4366261256,W3018354661
W4366261256,W3105462296
W4366261256,W3108624104
W4366261256,W3138304752
W4366261256,W3149882728
W4366261256,W3184482113
W4366261256,W4213364410
W4366261256,W4309332450
W2989921855,W3203898107
W3038729575,W3038729575
W3089209981,W3045002271
W3109626936,W3096847013
W3109626936,W3102150682
W3109626936,W3108664071
W3134310352,W3046019835
W3134310352,W3118513269
W3141010901,W3160690965
W3171186081,W3121780970
W3174828370,W3164955807
W3177094574,W3120032965
W3193304772,W3128911345
W4207012993,W3092116516
W4207012993,W3098865068
W4207012993,W3127671265
W4207012993,W3138355209
W4207012993,W3139998753
W4207012993,W3141177830
W4207012993,W3142977497
W4207012993,W3144810571
W4207012993,W3147500225
W4207012993,W3148522534
W4207012993,W3150670509
W4207012993,W3152457746
W4207012993,W3175147500
W4207012993,W3196725055
W4207012993,W3209867252
W4207012993,W4205504537
W4225302148,W3162307440
W4225352240,W3162686960
W4225352240,W3207519745
W4281664469,W3141177830
W4281664469,W3196085082
W4281664469,W3196725055
W4281664469,W4210600299
W4282002946,W4205566349
W4286685261,W3150070988
W4293066998,W3122704658
W4293066998,W3162136349
W4295066076,W3213618853
W4295066076,W3214668352
W4307729895,W3025730243
W4307729895,W3038143412
W4307729895,W3209618521
W4307729895,W4285110506
W4322740635,W3119127393
W4324134781,W2996590246
W4366281456,W3124188658
W4366281456,W4282936187
W4366281456,W4307699028
W4366316623,W4306392963
W4379207714,W3199552818
W4382515880,W3089100554
W4382515880,W3189529614
W4382515880,W3216682317
W4384521184,W3097972924
W4384521184,W3134300438
W4386361011,W3186182933
W4386361011,W3214695844
W4386361011,W4200245929
W4386368118,W3158990748
W4386368118,W4214771440
W4386368118,W4309305948
W4387769836,W3109148424
W4387769836,W3110749712
W4387798907,W3094069354
W4387798907,W3101254306
W4387798907,W4200596610
W4387798907,W4205366375
W4387798907,W4210750762
W4387798907,W4223519565
W4387798907,W4281625535
W4387798907,W4285389460
W4387798907,W4285491245
W4387798907,W4286510156
W4387798907,W4295021886
W4387798907,W4298087114
W4387798907,W4304990765
W4387798907,W4310060699
W4387798907,W4312210222
W4387798907,W4386123289
W3089817556,W3015810322
W3091780237,W3008800607
W3091780237,W3017855886
W3128406655,W3128406655
W3133704558,W3034460088
W3149499132,W3048156248
W3155310143,W3158329000
W3155310143,W4393840011
W3164004667,W3157731582
W3185591872,W3039571446
W3188124173,W3188124173
W3195695529,W3195695529
W3001779230,W2904989483
W3105745103,W2999898255
W3105745103,W3010409767
W3123834492,W3014880678
W3124367812,W3105327720
W3195710547,W3018799439
W3206833388,W3088401500
W4206224774,W3194827788
W4207036441,W3087347130
W4207036441,W3107161755
W4207036441,W3212612010
W4225510397,W3033709386
W4225510397,W3138355209
W4225510397,W3139998753
W4225510397,W3147500225
W4225510397,W3148522534
W4225510397,W3150670509
W4225510397,W3152457746
W4225510397,W4205504537
W4225510397,W4210438938
W4284975913,W3120119664
W4284975913,W4220880474
W4298621401,W3155326837
W4306407133,W3196375277
W4306407133,W3203309898
W3080559767,W3035249068
W3088235835,W3001053834
W3121378486,W3036570619
W3154534597,W3123478906
W3168228099,W3007083252
W3168228099,W3033257508
W3168228099,W3036030877
W3168228099,W3093036473
W3168228099,W3122270335
W3168228099,W3164569810
W3168228099,W3176362320
W3173527904,W3121723707
W3173527904,W3123364204
W3173527904,W4312947876
W3216047609,W3111232172
W4220709639,W3016454215
W4220709639,W3021355959
W4220709639,W3039635874
W4220709639,W3088556060
W4220709639,W3100657927
W4225263276,W3136960054
W4225263276,W4225263276
W4228996459,W3109878480
W4228996459,W3183552478
W4229370348,W3129490551
W4229370348,W3175555341
W4229370348,W4229370348
W4309735074,W3178427673
W3082250550,W3008190683
W3082250550,W3033306112
W3082250550,W3082250550
W3108691973,W3035240556
W3108691973,W4240716073
W3184539515,W3003511817
W3184539515,W3012327800
W3184539515,W3033409299
W4206171247,W3030528044
W4206171247,W3084213432
W4206171247,W3095749666
W4206171247,W3116183918
W4206171247,W3131248625
W3025082043,W2999319358
W3208928103,W2611575344
W3208928103,W4200346131
W4210333348,W3012491004
W4210333348,W3198861192
W4281766093,W3049192560
W4281766093,W4200399401
W3043371166,W3038746653
W3049353994,W3001053834
W3049353994,W3002890931
W3083259799,W3083259799
W3087541659,W3087541659
W3117074533,W3022151936
W3117074533,W3033257508
W3117074533,W3047294048
W3117074533,W3088795921
W3117074533,W3093026079
W3128449212,W3104774223
W3137530450,W3137530450
W3157438842,W3157438842
W3163882669,W3083240353
W3177032157,W3177032157
W3200133011,W2991043098
W4220701562,W3165510422
W4220701562,W4220701562
W4240175428,W4398459692
W4285185913,W3049469446
W4285185913,W3113211526
W4285185913,W3129214046
W4285185913,W4235880014
W4295034783,W3118057031
W4295034783,W3206235099
W3122643209,W2945928247
W3130062770,W3032772239
W3130823828,W3039904654
W3152966035,W3196169175
W3161659993,W3001155147
W3161659993,W3132753485
W3169138785,W3093916248
W4221116220,W3009358763
W4221116220,W3012490586
W4221116220,W3033680199
W4221116220,W3094117206
W4221116220,W3189545366
W4221164942,W3030528044
W4221164942,W3166651772
W4221164942,W3213564123
W4224310552,W3006481681
W4224310552,W3183300375
W4224310552,W4224310552
W4229376378,W3163899561
W4229376378,W3203629361
W4229376378,W4210863414
W4229376378,W4214897094
W4283750672,W3168336704
W4283750672,W3196694863
W4283750672,W3200858661
W4285269791,W3023012265
W4285269791,W3163509307
W4293168265,W4282932909
W4293168265,W4293168265
W4303968666,W3184656739
W4306902137,W3111999858
W4306902137,W3136479071
W4306902137,W4306902137
W4308576151,W4289532847
W4308576151,W4293095305
W4311409575,W4298007728
W4321163459,W4321163459
W4324131023,W3005198246
W4324131023,W3157584884
W4324131023,W3182380637
W4324131023,W3187483450
W4366316478,W4210480602
W4381849596,W3023902001
W4381849596,W4200314935
W4381849596,W4398581848
W4384562751,W3023252753
W4386349633,W3043003497
W4386349633,W3122574248
W4386349633,W3157152053
W4386349633,W3197200500
W4386349633,W4220681680
W4386349633,W4295300916
W4386362591,W3205802794
W4387221784,W4323066422
W4387799344,W3036914446
W4387799344,W3177855650
W4387799344,W4229009311
W4387835239,W4224264326
W4389489747,W4362541545
W4389495141,W3126841703
W4389495141,W4225405154
W4390537347,W4307974157
W4390537347,W4379744143
W4391164012,W4224252467
W4392730742,W2968826083
W4392730742,W3036612444
W4392730742,W3125850240
W4394822467,W4200634485
W4394822467,W4381612670
W4394908716,W3122599105
W4394908716,W3133049516
W4394908716,W4207049696
W4394908716,W4361199802
W4394908716,W4384831440
W3083351119,W2997577640
W3083351119,W3008528769
W3120783285,W3009077662
W3120783285,W3088523737
W3122270335,W3022151936
W3122270335,W3047294048
W3122270335,W3122270335
W3122270335,W4225709181
W3119278901,W2999447713
W3119278901,W3011764533
W3119278901,W3033933614
W3119278901,W3042895010
W3119278901,W3092474942
W3119278901,W3112690702
W3092974990,W4237690308
W3116442098,W3116442098
W4256518655,W4256518655
W4311786211,W3018354661
W4311786211,W3137684502
W4311786211,W3138304752
W4311786211,W3149882728
W4311786211,W3209818334
W4311786211,W3214806220
W4311786211,W4223577568
W4311786211,W4223646727
W4311786211,W4283458744
W4316469586,W4200549274
W4385889088,W3046741291
W4385889088,W3105918558
W4385889088,W3131163716
W4385889088,W3155729732
W4385889088,W3180486861
W4385889088,W3194913334
W3081546222,W3014808149
W3081546222,W4240175428
W4225401818,W3104696996
W4225401818,W3197478081
W4281741265,W3142568450
W3037201788,W3043090372
W3046471504,W3016452558
W4225405154,W3126841703
W4225413491,W3008931937
W4225413491,W3163251614
W4225413491,W3212850889
W4317638593,W3165506273
W4323967400,W3021502772
