id,doi,year,citations,type
W4392918105,https://doi.org/10.3847/1538-3881/ad284f,2024,1,paper
W4392923567,https://doi.org/10.1111/bjhp.12721,2024,1,paper
W4393128115,https://doi.org/10.1007/jhep03(2024)107,2024,1,paper
W4394581125,https://doi.org/10.36227/techrxiv.171259681.14859329/v1,2024,1,paper
W4396615890,https://doi.org/10.1016/j.jclepro.2024.142459,2024,1,paper
W4397021607,https://doi.org/10.1093/mnras/stae1275,2024,1,paper
W4399086530,https://doi.org/10.3390/vehicles6020042,2024,1,paper
W4399105697,https://doi.org/10.1051/0004-6361/202450566,2024,1,paper
W4399188270,https://doi.org/10.1007/jhep05(2024)293,2024,1,paper
W4399192847,https://doi.org/10.1007/jhep05(2024)259,2024,1,paper
W4400647293,https://doi.org/10.1109/iv55156.2024.10588491,2024,1,paper
W4400677141,https://doi.org/10.3390/ma17143522,2024,2,paper
W4400743068,https://doi.org/10.1111/jcpp.14036,2024,0,paper
W4400764524,https://doi.org/10.3390/cimb46070434,2024,1,paper
W4400776000,https://doi.org/10.1002/lpor.202301100,2024,1,paper
W4400784889,https://doi.org/10.1016/j.ndteint.2024.103199,2024,1,paper
W4401087493,https://doi.org/10.1257/mic.20220260,2024,1,paper
W4401758413,https://doi.org/10.1186/s13071-024-06446-8,2024,1,paper
W4401770864,https://doi.org/10.1093/oso/9780198921752.001.0001,2024,1,paper
W4401782941,https://doi.org/10.1302/2633-1462.58.bjo-2024-0062.r1,2024,1,paper
W4401785477,https://doi.org/10.21037/apm-23-511,2024,1,paper
W4401910461,https://doi.org/10.1021/acsinfecdis.4c00502,2024,1,paper
W4402170898,https://doi.org/10.1093/jacamr/dlae140,2024,1,paper
W4403847297,https://doi.org/10.1111/ppe.13133,2024,1,paper
W4403856134,https://doi.org/10.1098/rsif.2024.0574,2024,1,paper
W4403881793,https://doi.org/10.1080/14688417.2024.2422140,2024,1,paper
W4403954551,https://doi.org/10.1192/bja.2024.66,2024,1,paper
W4405586932,https://doi.org/10.1038/s43588-024-00731-3,2024,1,paper
W2922806406,https://doi.org/10.21814/eps.2.1.83,2020,0,paper
W4320731444,https://doi.org/10.1080/0969160x.2023.2177397,2023,508,paper
W3103422819,https://doi.org/10.1039/d0sc04082g,2020,481,paper
W3124920578,https://doi.org/10.1093/qje/qjaa033,2020,213,paper
W3014617976,https://doi.org/10.1111/joms.12582,2020,197,paper
W2981048963,https://doi.org/10.1103/physrevlett.124.041801,2020,195,paper
W3003841889,https://doi.org/10.1177/0149206320901581,2020,192,paper
W3022889967,https://doi.org/10.3386/w27082,2020,168,paper
W2996759437,https://doi.org/10.1109/tits.2020.3028424,2020,167,paper
W3025799829,https://doi.org/10.1111/joms.12587,2020,162,paper
W4315436844,https://doi.org/10.1038/s41586-022-05677-y,2023,166,paper
W4287886354,https://doi.org/10.2196/37290,2022,152,paper
W3110892034,https://doi.org/10.1103/physrevlett.125.242001,2020,145,paper
W3134740128,https://doi.org/10.1103/physrevlett.127.082001,2021,144,paper
W3113875087,https://doi.org/10.1016/j.resplu.2020.100066,2020,104,paper
W3128210037,https://doi.org/10.1109/tmi.2021.3056023,2021,138,paper
W3005569857,https://doi.org/10.1002/smj.3147,2020,134,paper
W3016553397,https://doi.org/10.1016/j.media.2020.101696,2020,134,paper
W3021204671,https://doi.org/10.1063/5.0004445,2020,124,paper
W3133044274,https://doi.org/10.1016/j.applthermaleng.2021.116661,2021,122,paper
W3184097711,https://doi.org/10.1038/s42256-021-00370-7,2021,122,paper
W3093581066,https://doi.org/10.1039/d0sc04392c,2020,113,paper
W4313897562,https://doi.org/10.1038/s41586-022-05590-4,2023,109,paper
W3134116320,https://doi.org/10.1136/bmj.n254,2021,101,paper
W3177211506,https://doi.org/10.1021/jacs.1c03516,2021,108,paper
W4296046928,https://doi.org/10.1177/00048674221123481,2022,6,paper
W4313893833,https://doi.org/10.3390/taxonomy3010003,2023,5,paper
W4318191048,https://doi.org/10.1142/9789811259111_0011,2023,6,paper
W4318669168,https://doi.org/10.1093/nar/gkad009,2023,6,paper
W4320725950,https://doi.org/10.1177/00420980221149841,2023,6,paper
W4321254727,https://doi.org/10.1016/j.vaccine.2023.02.047,2023,7,paper
W4327601306,https://doi.org/10.1016/j.biteb.2023.101394,2023,6,paper
W4367298502,https://doi.org/10.31234/osf.io/8aeh4,2023,6,paper
W4376107681,https://doi.org/10.1080/19466315.2023.2211023,2023,6,paper
W4376108541,https://doi.org/10.1080/23337486.2023.2210799,2023,6,paper
W4376639521,https://doi.org/10.1145/3564246.3585252,2023,6,paper
W4376641137,https://doi.org/10.1002/ijc.34548,2023,6,paper
W4380371887,https://doi.org/10.31234/osf.io/7ru58,2023,6,paper
W4382011909,https://doi.org/10.1177/00187208231185705,2023,6,paper
W4383058800,https://doi.org/10.1039/d3cc02252h,2023,6,paper
W4385322577,https://doi.org/10.1016/j.gloenvcha.2023.102730,2023,6,paper
W4385747944,https://doi.org/10.1088/1674-1137/aceae9,2023,6,paper
W4385976996,https://doi.org/10.1016/j.talanta.2023.125083,2023,6,paper
W4386560016,https://doi.org/10.1021/acsami.3c07785,2023,6,paper
W4386686600,https://doi.org/10.3847/1538-3881/acf28e,2023,6,paper
W4386937967,https://doi.org/10.1039/d3lf00093a,2023,7,paper
W4387056163,https://doi.org/10.1016/j.jcis.2023.09.146,2023,6,paper
W4387185537,https://doi.org/10.3233/faia230537,2023,6,paper
W4389941221,https://doi.org/10.1016/j.jobe.2023.108315,2023,7,paper
W4391351370,https://doi.org/10.1002/marc.202300692,2024,6,paper
W4393993118,https://doi.org/10.1063/5.0200862,2024,6,paper
W4400644183,https://doi.org/10.1016/j.indcrop.2024.119160,2024,7,paper
W4400650635,https://doi.org/10.1038/s41586-024-07768-4,2024,6,paper
W4400729274,https://doi.org/10.1038/s41586-024-07580-0,2024,6,paper
W4402788407,https://doi.org/10.1136/heartjnl-2024-324625,2024,5,paper
W2991175439,https://doi.org/10.1145/3538391,2022,5,paper
W2999580425,https://doi.org/10.3390/asi3010008,2020,5,paper
W3000007914,https://doi.org/10.1093/ej/ueaa033,2020,5,paper
W3006261221,https://doi.org/10.1080/02646838.2020.1726307,2020,6,paper
W3117606828,https://doi.org/10.1140/epjb/e2020-10455-0,2020,5,paper
W3153082257,https://doi.org/10.1080/03069885.2021.1876839,2021,5,paper
W3175122578,https://doi.org/10.1101/2021.07.01.450370,2021,5,paper
W3198054807,https://doi.org/10.1007/jhep02(2021)169,2021,4,paper
W3209758817,https://doi.org/10.1002/jsc.2467,2021,5,paper
W4200203216,https://doi.org/10.1371/journal.pntd.0010025,2021,5,paper
W4226390661,https://doi.org/10.3847/1538-3881/ac658b,2022,5,paper
W4226422925,https://doi.org/10.1017/jfm.2022.618,2022,5,paper
W4282567866,https://doi.org/10.1016/j.cmpb.2022.106937,2022,5,paper
W4292590434,https://doi.org/10.1007/s00265-022-03224-3,2022,5,paper
W4306146905,https://doi.org/10.1186/s12889-022-14266-7,2022,6,paper
W4312018776,https://doi.org/10.1002/psp4.12895,2022,5,paper
W4317612138,https://doi.org/10.1016/j.cad.2023.103481,2023,6,paper
W4321238237,https://doi.org/10.1101/2023.02.16.23286008,2023,5,paper
W4365803100,https://doi.org/10.36745/ijca.400,2023,5,paper
W4366463310,https://doi.org/10.1192/bjp.2023.28,2023,6,paper
W4367308916,https://doi.org/10.1016/j.jnoncrysol.2023.122360,2023,5,paper
W4376465178,https://doi.org/10.2139/ssrn.4435532,2023,5,paper
W4376983136,https://doi.org/10.1016/j.soildyn.2023.107995,2023,5,paper
W4385264434,https://doi.org/10.1098/rsif.2023.0115,2023,5,paper
W4385297108,https://doi.org/10.1002/jcv2.12190,2023,4,paper
W4386188190,https://doi.org/10.1177/01461672231191356,2023,5,paper
W4386595115,https://doi.org/10.1111/jmi.13227,2023,4,paper
W4387388766,https://doi.org/10.1088/1475-7516/2024/01/057,2024,5,paper
W4389937611,https://doi.org/10.1039/d3cb00155e,2023,5,paper
W4390047972,https://doi.org/10.1038/s41598-023-48165-7,2023,4,paper
W4391735920,https://doi.org/10.1111/exsy.13543,2024,5,paper
W4392143274,https://doi.org/10.1111/nph.19632,2024,6,paper
W4393021741,https://doi.org/10.1007/jhep03(2024)088,2024,5,paper
W4394000189,https://doi.org/10.1093/mnras/stae807,2024,5,paper
W4398770916,https://doi.org/10.1038/s41467-024-48634-1,2024,6,paper
W4401894450,https://doi.org/10.1038/s41562-024-01928-2,2024,5,paper
W3008606528,https://doi.org/10.1103/physrevd.102.012011,2020,4,paper
W3023260073,https://doi.org/10.1007/s00291-020-00588-8,2020,4,paper
W3046978472,https://doi.org/10.1136/bmjopen-2019-036247,2020,4,paper
W3115936496,https://doi.org/10.1007/jhep03(2021)099,2021,4,paper
W3124696116,https://doi.org/10.1016/j.ijforecast.2023.11.009,2023,4,paper
W3131778668,https://doi.org/10.1007/s00023-021-01023-6,2021,4,paper
W3134519002,https://doi.org/10.1016/j.jcp.2021.110255,2021,4,paper
W3153248192,https://doi.org/10.1016/j.vacuum.2021.110240,2021,4,paper
W3159222364,https://doi.org/10.1101/2021.04.21.21255807,2021,4,paper
W4210624698,https://doi.org/10.3390/min12020186,2022,4,paper
W4231664326,https://doi.org/10.4324/9781849775427-10,2020,4,paper
W4283315795,https://doi.org/10.3389/fnins.2022.851827,2022,4,paper
W4283320079,https://doi.org/10.36227/techrxiv.20115317.v1,2022,5,paper
W4295048228,https://doi.org/10.1002/chem.202202283,2022,4,paper
W4296045259,https://doi.org/10.1177/00048674221124506,2022,4,paper
W4308522297,https://doi.org/10.1007/s11440-022-01705-3,2022,5,paper
W4311299892,https://doi.org/10.1111/lic3.12694,2022,4,paper
W4313650115,https://doi.org/10.12688/wellcomeopenres.17551.2,2023,4,paper
W4318947338,https://doi.org/10.1088/1741-4326/acb831,2023,4,paper
W4320719427,https://doi.org/10.1371/journal.pgph.0001281,2023,4,paper
W4322762983,https://doi.org/10.46697/001c.71445,2023,4,paper
W4323532534,https://doi.org/10.1007/s00775-023-01994-3,2023,4,paper
W4353004267,https://doi.org/10.1109/jlt.2023.3260167,2023,4,paper
W4362670017,https://doi.org/10.1007/s10539-023-09908-y,2023,4,paper
W4376636427,https://doi.org/10.1177/00218863231176567,2023,4,paper
W4380302600,https://doi.org/10.1073/pnas.2220726120,2023,4,paper
W4382602516,https://doi.org/10.1016/j.conbuildmat.2023.132304,2023,4,paper
W4384024387,https://doi.org/10.1051/0004-6361/202346834,2023,4,paper
W4384501604,https://doi.org/10.1016/j.cles.2023.100082,2023,4,paper
W4385968596,https://doi.org/10.2196/42950,2023,4,paper
W4387906892,https://doi.org/10.1186/s40793-023-00534-5,2023,4,paper
W4388052359,https://doi.org/10.1039/d3cc04167k,2023,4,paper
W4388722131,https://doi.org/10.2308/horizons-2022-103,2023,4,paper
W4390034612,https://doi.org/10.1111/aogs.14753,2023,4,paper
W4390606758,https://doi.org/10.1016/j.redox.2024.103025,2024,4,paper
W4390837679,https://doi.org/10.1051/0004-6361/202346999,2024,4,paper
W4392109352,https://doi.org/10.1177/00197939241231789,2024,4,paper
W4400799644,https://doi.org/10.1016/j.advwatres.2024.104773,2024,4,paper
W2942024286,https://doi.org/10.1007/978-3-030-53725-8_3,2020,3,paper
W2994268256,,2020,3,paper
W3003359656,https://doi.org/10.1007/s10444-020-09747-5,2020,3,paper
W3007136479,https://doi.org/10.1101/2020.02.29.971309,2020,3,paper
W3012558440,https://doi.org/10.1063/1.5135640,2020,3,paper
W3015674713,https://doi.org/10.1101/2020.04.07.024661,2020,3,paper
W3022270243,https://doi.org/10.1386/host_00014_1,2020,3,paper
W3029570264,https://doi.org/10.4310/mrl.2020.v27.n1.a10,2020,3,paper
W3037182953,,2020,3,paper
W3040766714,https://doi.org/10.1101/2020.07.10.197616,2020,3,paper
W3044303278,https://doi.org/10.1103/physrevd.102.112012,2020,3,paper
W3047975480,https://doi.org/10.1520/gtj20190248,2020,3,paper
W3048089488,https://doi.org/10.1080/13569783.2020.1804347,2020,3,paper
W3048156248,https://doi.org/10.1214/20-ejp487,2020,3,paper
W3081917907,https://doi.org/10.1016/j.resuscitation.2020.08.120,2020,3,paper
W3086717823,https://doi.org/10.1080/14704994.2020.1815390,2020,3,paper
W3093344896,https://doi.org/10.1093/oxfordhb/9780190069704.013.15,2020,3,paper
W3095590666,https://doi.org/10.1101/2020.10.30.362236,2020,2,paper
W3097489539,https://doi.org/10.1007/s11229-020-02904-9,2020,3,paper
W3104415578,https://doi.org/10.1103/physrevmaterials.4.114413,2020,3,paper
W3108497358,https://doi.org/10.1016/j.est.2020.102051,2020,3,paper
W3109463797,https://doi.org/10.1051/e3sconf/202019503041,2020,4,paper
W3109495386,https://doi.org/10.48550/arxiv.2012.02159,2020,3,paper
W3111554871,https://doi.org/10.1093/cdj/bsaa059,2020,3,paper
W3113089437,https://doi.org/10.1109/fie44824.2020.9273975,2020,3,paper
W3114551407,https://doi.org/10.1007/jhep12(2020)139,2020,3,paper
W3119961502,https://doi.org/10.4000/ejas.16631,2020,3,paper
W3138585533,https://doi.org/10.17141/mundosplurales.1.2021.3937,2020,3,paper
W3162392556,https://doi.org/10.31234/osf.io/bmv9r,2020,3,paper
W3181281391,https://doi.org/10.1039/d1ra03965b,2021,3,paper
W3193482775,https://doi.org/10.1136/bmjopen-2020-046441,2021,3,paper
W3200249506,https://doi.org/10.1088/1361-648x/ac1f4f,2021,3,paper
W3210972952,https://doi.org/10.1002/ndr2.12045,2021,3,paper
W3212262448,https://doi.org/10.2139/ssrn.3882637,2021,3,paper
W4206082333,https://doi.org/10.1007/jhep12(2021)117,2021,3,paper
W4214625058,https://doi.org/10.1080/15548627.2022.2045535,2022,3,paper
W4221143789,https://doi.org/10.1103/physrevb.107.054106,2023,3,paper
W4224861210,https://doi.org/10.1080/21680396.2022.2067257,2022,3,paper
W4238368881,https://doi.org/10.31235/osf.io/ky8s7,2021,3,paper
W4253070171,https://doi.org/10.1142/s0218127420300049,2020,3,paper
W4280594635,https://doi.org/10.3847/1538-3881/ac78ed,2022,3,paper
W4283329546,https://doi.org/10.1177/13624806221108866,2022,4,paper
W4296130425,https://doi.org/10.1093/ofid/ofac346,2022,3,paper
W4307535791,https://doi.org/10.48550/arxiv.2210.15153,2022,3,paper
W4308210767,https://doi.org/10.1093/mnras/stac3154,2022,3,paper
W4308840607,https://doi.org/10.1093/mnras/stac3274,2022,3,paper
W4309210813,https://doi.org/10.3390/ijerph192214984,2022,4,paper
W4312078691,https://doi.org/10.3310/eqab4594,2022,3,paper
W4313236909,https://doi.org/10.3201/eid2901.220036,2023,3,paper
W4362602596,https://doi.org/10.1128/mbio.00243-23,2023,3,paper
W4365483426,https://doi.org/10.1021/acsnano.2c11476,2023,3,paper
W4366598873,https://doi.org/10.1103/physrevlett.130.161801,2023,3,paper
W4376651397,https://doi.org/10.1145/3564246.3585138,2023,3,paper
W4380319652,https://doi.org/10.1039/d3ra02779a,2023,3,paper
W4381851882,https://doi.org/10.1093/mnras/stad1840,2023,3,paper
W4382053233,https://doi.org/10.1109/iwbf57495.2023.10157482,2023,3,paper
W4383740806,https://doi.org/10.1007/s00787-023-02258-w,2023,3,paper
W4385555556,https://doi.org/10.1007/s00380-023-02296-z,2023,3,paper
W4385988282,https://doi.org/10.1016/j.teac.2023.e00212,2023,3,paper
W4385999105,https://doi.org/10.1007/jhep08(2023)093,2023,3,paper
W4386529837,https://doi.org/10.1021/acs.langmuir.3c01644,2023,3,paper
W4387157047,https://doi.org/10.1128/mbio.00793-23,2023,3,paper
W4387170965,https://doi.org/10.7759/cureus.46181,2023,3,paper
W4388048286,https://doi.org/10.1364/optica.503936,2023,3,paper
W4388094087,https://doi.org/10.1016/j.epidem.2023.100724,2023,3,paper
W4388511178,https://doi.org/10.1017/9781108696463,2023,4,paper
W4389942380,https://doi.org/10.1016/j.psyneuen.2023.106940,2023,2,paper
W4391751772,https://doi.org/10.1007/jhep02(2024)032,2024,3,paper
W4392104993,https://doi.org/10.3847/1538-4357/ad2168,2024,3,paper
W4392121449,https://doi.org/10.1109/jiot.2024.3369069,2024,3,paper
W4392221410,https://doi.org/10.1016/j.injury.2024.111451,2024,3,paper
W4392347435,https://doi.org/10.1093/nsr/nwae080,2024,2,paper
W4392810932,https://doi.org/10.1002/adfm.202400552,2024,3,paper
W4392911481,https://doi.org/10.1038/s41467-024-46242-7,2024,3,paper
W4392916781,https://doi.org/10.1037/fam0001211,2024,3,paper
W4393232227,https://doi.org/10.1111/jscm.12318,2024,3,paper
W4393233410,https://doi.org/10.1080/00343404.2024.2316181,2024,3,paper
W4396496328,https://doi.org/10.1177/01492063241247496,2024,3,paper
W4396620265,https://doi.org/10.21203/rs.3.rs-4321313/v1,2024,3,paper
W4398771642,https://doi.org/10.1002/cbic.202400374,2024,3,paper
W4398782805,https://doi.org/10.4102/hts.v80i1.9347,2024,3,paper
W4400740225,https://doi.org/10.1039/d4gc01882f,2024,4,paper
W4400974693,https://doi.org/10.1126/science.adj3638,2024,3,paper
W4401615460,https://doi.org/10.3390/nu16162714,2024,3,paper
W3009216611,https://doi.org/10.1101/2020.03.02.972752,2020,2,paper
W3012347199,https://doi.org/10.1117/12.2549636,2020,2,paper
W3012529403,https://doi.org/10.1057/s41253-020-00108-8,2020,2,paper
W3013300521,https://doi.org/10.1007/s11572-020-09536-7,2020,1,paper
W3014375898,https://doi.org/10.1016/j.endmts.2020.100047,2020,2,paper
W3014845147,https://doi.org/10.1101/2020.04.02.021576,2020,2,paper
W3021391213,https://doi.org/10.1101/2020.05.10.087007,2020,2,paper
W3022466640,https://doi.org/10.3310/hsdr08220,2020,1,paper
W3003238377,https://doi.org/10.1080/01434632.2020.1720221,2020,0,paper
W3003274517,https://doi.org/10.14361/9783839450284,2020,0,paper
W3005829937,https://doi.org/10.1101/2020.02.11.944215,2020,0,paper
W3011226684,https://doi.org/10.1111/1468-229x.12934,2020,0,paper
W3011283623,https://doi.org/10.1080/14739879.2020.1734970,2020,0,paper
W3011999337,,2020,0,paper
W3012313495,https://doi.org/10.1177/0964663920906443,2020,0,paper
W3012824178,https://doi.org/10.1080/09515089.2020.1743259,2020,0,paper
W3014198404,https://doi.org/10.5565/rev/enrahonar.1252,2020,0,paper
W3014772751,https://doi.org/10.3167/th.2020.6716206,2020,0,paper
W3015112833,https://doi.org/10.1101/2020.04.03.023705,2020,0,paper
W3028069087,https://doi.org/10.1080/01419870.2020.1765300,2020,0,paper
W3029229481,https://doi.org/10.1080/14789949.2020.1771614,2020,0,paper
W3033164974,https://doi.org/10.1080/09639489.2020.1769045,2020,0,paper
W3037395605,https://doi.org/10.5771/9783748922384-53,2020,0,paper
W3038111702,,2020,0,paper
W3039857044,,2020,0,paper
W3042317796,https://doi.org/10.1099/acmi.ac2020.po0178,2020,0,paper
W3043046276,https://doi.org/10.1080/13537903.2020.1769320,2020,0,paper
W3044495789,https://doi.org/10.1007/s00283-020-09989-7,2020,0,paper
W3045502720,https://doi.org/10.5465/ambpp.2020.18896abstract,2020,0,paper
W3045511262,https://doi.org/10.5465/ambpp.2020.17818symposium,2020,0,paper
W3045525353,https://doi.org/10.5465/ambpp.2020.14522symposium,2020,0,paper
W3045526692,https://doi.org/10.5465/ambpp.2020.12493abstract,2020,0,paper
W3045561526,https://doi.org/10.5465/ambpp.2020.13056abstract,2020,0,paper
W3045561806,https://doi.org/10.5465/ambpp.2020.18059abstract,2020,0,paper
W3045621999,https://doi.org/10.5465/ambpp.2020.11840symposium,2020,0,paper
W3045625455,https://doi.org/10.5465/ambpp.2020.10194abstract,2020,0,paper
W3045680801,https://doi.org/10.5465/ambpp.2020.20733symposium,2020,0,paper
W3045706698,https://doi.org/10.5465/ambpp.2020.48,2020,0,paper
W3045714443,https://doi.org/10.5465/ambpp.2020.18991symposium,2020,0,paper
W3045764693,https://doi.org/10.5465/ambpp.2020.12617abstract,2020,0,paper
W3045770896,https://doi.org/10.5465/ambpp.2020.13773abstract,2020,0,paper
W3045909195,https://doi.org/10.5465/ambpp.2020.15248abstract,2020,0,paper
W3045940939,https://doi.org/10.5465/ambpp.2020.13154abstract,2020,0,paper
W3046022697,https://doi.org/10.5465/ambpp.2020.20119abstract,2020,0,paper
W3046027016,https://doi.org/10.5465/ambpp.2020.16951abstract,2020,0,paper
W3046046288,https://doi.org/10.5465/ambpp.2020.290,2020,0,paper
W3046086059,https://doi.org/10.5465/ambpp.2020.17154abstract,2020,0,paper
W3046095156,https://doi.org/10.5465/ambpp.2020.19573abstract,2020,0,paper
W3046163279,https://doi.org/10.5465/ambpp.2020.18965abstract,2020,0,paper
W3046168949,https://doi.org/10.5465/ambpp.2020.160,2020,0,paper
W3047598698,,2020,0,paper
W3073066681,https://doi.org/10.1080/00107514.2020.1803980,2020,0,paper
W3080641076,,2020,0,paper
W3081835531,https://doi.org/10.14361/9783839450284-005,2020,0,paper
W3082046177,https://doi.org/10.14361/9783839450284-003,2020,0,paper
W3082596280,https://doi.org/10.14361/9783839450284-004,2020,0,paper
W3088810912,https://doi.org/10.1007/978-3-030-54458-4_2,2020,0,paper
W3091897627,https://doi.org/10.1007/s00283-020-10009-x,2020,0,paper
W3094860129,https://doi.org/10.1080/00150193.2020.1791615,2020,0,paper
W3095467163,https://doi.org/10.1007/978-981-15-1614-6_52-1,2020,0,paper
W3095997747,,2020,0,paper
W3096043859,https://doi.org/10.1111/ecaf.12421,2020,0,paper
W3096113335,https://doi.org/10.1080/17450918.2020.1829019,2020,0,paper
W3096332784,,2020,0,paper
W3096404766,https://doi.org/10.1530/ey.17.2.13,2020,0,paper
W3096954910,https://doi.org/10.1111/1468-229x.13075,2020,0,paper
W3101298616,https://doi.org/10.1101/2020.11.16.384693,2020,0,paper
W3107882123,https://doi.org/10.1177/0725513620975643,2020,0,paper
W3108294491,https://doi.org/10.1109/icem49940.2020.9270694,2020,0,paper
W3108338627,https://doi.org/10.1007/978-3-030-60001-3_3,2020,0,paper
W3108724724,https://doi.org/10.1007/978-3-030-60001-3_4,2020,0,paper
W3108997666,https://doi.org/10.1097/gh9.0000000000000025,2020,0,paper
W3109559047,https://doi.org/10.1007/978-3-030-60001-3_5,2020,0,paper
W3109779529,https://doi.org/10.1007/978-3-030-60001-3_1,2020,0,paper
W3109894387,https://doi.org/10.1080/17521483.2020.1821989,2020,0,paper
W3110300109,https://doi.org/10.1007/978-3-030-60001-3_2,2020,0,paper
W3111187344,,2020,0,paper
W3111202794,https://doi.org/10.14453/asj/v9.i2.2,2020,0,paper
W3111557785,https://doi.org/10.34019/2318-101x.2019.v14.27892,2020,0,paper
W3113023618,https://doi.org/10.1177/0268580920957941,2020,0,paper
W3113453843,,2020,0,paper
W3114064619,,2020,0,paper
W3114284022,,2020,0,paper
W3114947187,https://doi.org/10.1163/25891774-02020003,2020,0,paper
W3116596400,,2020,0,paper
W3116617454,,2020,0,paper
W3117734224,,2020,0,paper
W3118023359,,2020,0,paper
W3120721896,,2020,0,paper
W3120930575,,2020,0,paper
W3123654990,https://doi.org/10.1093/fs/knaa218,2020,0,paper
W3124741587,,2020,0,paper
W3125521739,,2020,0,paper
W3126389844,https://doi.org/10.4000/sillagescritiques.10012,2020,0,paper
W3126910908,,2020,0,paper
W3127223794,,2020,0,paper
W3134918716,https://doi.org/10.2139/ssrn.3581371,2020,0,paper
W3136910372,https://doi.org/10.1109/irmmw-thz46771.2020.9370382,2020,0,paper
W3137272678,https://doi.org/10.1109/irmmw-thz46771.2020.9370376,2020,0,paper
W3145390477,,2020,0,paper
W3160888483,https://doi.org/10.1080/1064119x.2021.1892246,2021,0,paper
W3161100315,https://doi.org/10.21203/rs.3.rs-97815/v1,2020,0,paper
W3163963723,,2020,0,paper
W3172326804,,2020,0,paper
W3172860750,,2020,0,paper
W3174491517,https://doi.org/10.32657/10356/151719,2020,0,paper
W3199756059,https://doi.org/10.2139/ssrn.3697991,2020,0,paper
W3204359250,https://doi.org/10.1101/2020.06.11.20128769,2020,0,paper
W3211613713,https://doi.org/10.14361/9783839450284-006,2020,0,paper
W3217395632,https://doi.org/10.26434/chemrxiv.13325735.v1,2020,0,paper
W4210320737,https://doi.org/10.1016/b978-0-12-818450-9.00020-9,2020,0,paper
W4212842724,https://doi.org/10.26434/chemrxiv.11952222.v3,2020,0,paper
W4220710837,https://doi.org/10.1007/jhep03(2022)153,2022,0,paper
W4231715571,https://doi.org/10.1080/13869795.2020.1802120,2020,0,paper
W4231817335,https://doi.org/10.1017/s0307883320000516,2020,0,paper
W4236068650,https://doi.org/10.23736/s0393-3660.19.04169-x,2020,0,paper
W4236136897,https://doi.org/10.2196/preprints.19225,2020,0,paper
W4236250122,https://doi.org/10.1017/s0307883320000012,2020,0,paper
W4238021769,https://doi.org/10.4102/hts.v77i3.6275,2020,0,paper
W4238460879,https://doi.org/10.3410/f.737211418.793574553,2020,0,paper
W4239541471,https://doi.org/10.1007/978-3-030-21573-6_214-1,2020,0,paper
W4244199156,https://doi.org/10.14361/9783839450284-002,2020,0,paper
W4247514429,https://doi.org/10.1016/j.pragma.2020.09.030,2020,0,paper
W4247707632,https://doi.org/10.1007/978-3-030-30018-0_1464,2020,0,paper
W4251742203,https://doi.org/10.14361/9783839450284-008,2020,0,paper
W4251968101,https://doi.org/10.3410/f.726480504.793577991,2020,0,paper
W4253131061,https://doi.org/10.14361/9783839450284-009,2020,0,paper
W4255169766,https://doi.org/10.22541/au.158921754.46391270,2020,0,paper
W4281552851,https://doi.org/10.1101/2022.05.23.493179,2022,0,paper
W4313908258,https://doi.org/10.1016/j.resconrec.2023.106868,2023,26,paper
W4327587459,https://doi.org/10.1021/acs.nanolett.2c04123,2023,25,paper
W3003517074,https://doi.org/10.1093/mnras/staa277,2020,24,paper
W3020972144,https://doi.org/10.3389/fmicb.2020.01126,2020,24,paper
W3085786890,https://doi.org/10.1161/jaha.119.016239,2020,23,paper
W3120375169,https://doi.org/10.1136/bmjopen-2020-044221,2021,18,paper
W3161350886,https://doi.org/10.1037/xge0001083,2021,24,paper
W3165381787,https://doi.org/10.1002/chem.202101168,2021,25,paper
W3170715667,https://doi.org/10.1108/mbr-02-2021-0011,2021,24,paper
W4213294014,https://doi.org/10.1093/mnras/stab2411,2021,24,paper
W4282556402,https://doi.org/10.1016/j.electacta.2022.140700,2022,24,paper
W4283326070,https://doi.org/10.1016/j.jbusres.2022.06.032,2022,25,paper
W4285817571,https://doi.org/10.1109/access.2022.3192024,2022,25,paper
W4313857372,https://doi.org/10.1530/erc-22-0287,2023,25,paper
W4362597281,https://doi.org/10.1093/humrep/dead053,2023,24,paper
W4387208264,https://doi.org/10.1016/j.chaos.2023.114087,2023,25,paper
W4394590248,https://doi.org/10.1016/j.resconrec.2024.107578,2024,28,paper
W3024003893,https://doi.org/10.1093/mnras/staa2038,2020,23,paper
W3034770463,https://doi.org/10.1109/tkde.2020.2999489,2020,23,paper
W3128560630,https://doi.org/10.1186/s13059-020-02227-5,2021,22,paper
W4388085921,https://doi.org/10.1186/s40168-023-01662-3,2023,23,paper
W3049100060,https://doi.org/10.1080/19452829.2020.1863026,2020,21,paper
W3081614284,https://doi.org/10.22323/1.363.0286,2020,22,paper
W3093578571,https://doi.org/10.1093/mnras/staa3335,2020,23,paper
W3106815986,https://doi.org/10.1103/physrevlett.125.231801,2020,22,paper
W3110730824,https://doi.org/10.3847/1538-4357/abc017,2020,22,paper
W3116597420,https://doi.org/10.1103/physrevb.102.245204,2020,22,paper
W3168051072,https://doi.org/10.1039/d1sc01939b,2021,22,paper
W3175852863,https://doi.org/10.1093/mnrasl/slab069,2021,22,paper
W3176159451,https://doi.org/10.1007/jhep03(2021)075,2021,22,paper
W4220828994,https://doi.org/10.1093/geroni/igac011,2022,10,paper
