id,paper_count
A5052585029,1
A5044680554,5
A5030780402,13
A5082281633,8
A5066561007,3
A5052712338,10
A5025456912,7
A5056892974,11
A5078294186,24
A5106176874,12
A5035431391,1
A5105209694,2
A5039874177,1
A5069386234,24
A5003017588,1
A5053943079,1
A5033599333,1
A5051388517,1
A5086877744,3
A5035537672,5
A5079907239,2
A5042670765,3
A5080422197,1
A5086133322,36
A5107357627,1
A5009718739,2
A5046676605,8
A5050388563,1
A5001067069,1
A5030619173,4
A5027663678,4
A5019320716,1
A5088776883,1
A5067737900,4
A5053769452,1
A5079866027,3
A5058931364,1
A5024646212,12
A5066592701,1
A5003842208,53
A5072637301,1
A5073646713,1
A5100966378,1
A5036968205,1
A5051930805,2
A5052405402,1
A5073734828,2
A5033802244,1
A5053993669,1
A5074947464,2
A5075513257,1
A5016010272,2
A5037395436,1
A5009963897,6
A5059719727,1
A5070086843,1
A5035925344,1
A5050049384,96
A5091704063,14
A5078067177,2
A5041810412,7
A5065963498,1
A5078769065,3
A5080158330,5
A5016998489,1
A5090244309,7
A5037103796,1
A5030787690,4
A5095544733,1
A5034676744,8
A5019277079,1
A5001218005,1
A5044008001,11
A5101550534,2
A5084924590,10
A5034879784,1
A5102775533,1
A5045658473,4
A5107949695,1
A5071855899,69
A5054268632,1
A5110254040,3
A5061247211,2
A5012688830,1
A5053911749,1
A5053059091,1
A5046212412,66
A5062734253,1
A5060079293,4
A5078467340,4
A5106486994,4
A5070789282,19
A5003293964,6
A5003970604,4
A5034101680,1
A5075652117,1
A5112989234,1
A5052719044,22
A5047821345,53
A5102571361,1
A5088155902,1
A5073084318,9
A5051204290,1
A5003950641,3
A5081582588,20
A5004477573,2
A5043733285,2
A5075888188,31
A5014206469,1
A5026361494,6
A5075024082,6
A5019776313,4
A5111853595,8
A5036038477,1
A5093930272,1
A5009356185,1
A5087940419,1
A5101660701,9
A5094372892,3
A5018970210,1
A5101735082,3
A5001082133,1
A5105792156,8
A5068690503,4
A5063358165,2
A5058317570,1
A5069369290,1
A5107095152,1
A5028777364,1
A5113533164,7
A5083305448,43
A5034437926,1
A5042969568,23
A5111215673,1
A5063529887,2
A5087957368,7
A5016958725,1
A5033352027,2
A5066871255,12
A5101483267,4
A5109396716,1
A5100626529,7
A5107939899,6
A5020715713,16
A5084177125,21
A5085363664,1
A5015416389,2
A5022364887,1
A5093379667,2
A5019673641,11
A5031587610,1
A5012897151,1
A5090952368,5
A5071594859,2
A5112922762,1
A5101059493,2
A5083246343,8
A5051137675,1
A5100553890,2
A5088002858,2
A5103158476,195
A5112725929,1
A5046106450,2
A5092143453,2
A5114130875,1
A5049136469,1
A5000332257,6
A5101776100,8
A5051709053,1
A5113523887,8
A5054078830,1
A5074274843,2
A5076085956,9
A5107920303,30
A5055398658,23
A5101647288,1
A5044032830,1
A5011479135,1
A5099988950,1
A5050032717,1
A5101808083,3
A5048890370,17
A5030738531,1
A5028184171,5
A5048523735,1
A5049323816,18
A5089167457,26
A5019125862,3
A5015055725,3
A5029972713,1
A5077459542,7
A5018974123,2
A5078851192,1
A5111157021,1
A5052664370,3
A5056133607,1
A5042142807,16
A5113994978,2
A5019511890,1
A5028356492,1
A5075134213,1
A5052566114,4
A5006132144,8
A5039531510,2
A5076928257,2
A5077862670,1
A5056920201,1
A5005408176,4
A5021790257,2
A5050299595,1
A5059874385,1
A5080035942,2
A5042989821,6
A5030877300,1
A5036437645,2
A5069179055,130
A5072805687,3
A5014955386,3
A5107383060,1
A5101629770,1
A5103193690,1
A5069884826,1
A5096746237,1
A5094372902,3
A5050636348,3
A5065040154,40
A5018927276,20
A5008949804,6
A5091508727,1
A5003237171,3
A5073680362,4
A5002443635,1
A5106762436,1
A5092054103,1
A5108142488,1
A5110875778,1
A5012002701,4
A5059555729,1
A5046825575,22
A5038587512,1
A5103891121,1
A5043355190,1
A5063740889,2
A5035477016,1
A5048709793,1
A5079689949,1
A5090714267,3
A5101478697,1
A5007350471,24
A5025167876,1
A5027629516,32
A5032000560,1
A5107902731,8
A5033183624,4
A5063979380,1
A5091197272,5
A5111209453,1
A5001465172,1
A5105543325,1
A5004195415,28
A5020362610,1
A5085951867,1
A5082805828,4
A5045288147,3
A5090690337,1
A5069654499,1
A5025103411,4
A5033486846,1
A5073795345,2
A5025327684,1
A5032537232,1
A5004628318,1
A5016184633,16
A5048070167,2
A5099035125,1
A5071186378,2
A5068329055,1
A5073364691,4
A5087778837,1
A5010497177,1
A5113714295,1
A5060472537,1
A5008593714,1
A5006842772,11
A5082781767,1
A5035818555,1
A5063568863,1
A5020074356,3
A5056122617,1
A5034380397,1
A5074861266,2
A5110065825,1
A5037923510,5
A5112383091,5
A5074854811,1
A5014427809,13
A5016143360,5
A5074903718,1
A5068683691,1
A5024957504,25
A5016068856,1
A5107887430,18
A5025680777,1
A5086830116,1
A5077005313,3
A5027559065,15
A5031341319,2
A5030276423,1
A5108988222,1
A5111759269,1
A5100388589,1
A5075590048,7
A5073303697,3
A5065292633,1
A5063939463,1
A5079852017,3
A5093789625,2
A5101398127,1
A5042906448,2
A5103187242,2
A5008378749,21
A5020573709,8
A5087426476,1
A5000705241,1
A5081507644,19
A5102928159,2
A5112397657,1
A5114378001,173
A5046057265,1
A5067135999,1
A5003355867,12
A5085895000,1
A5075161165,3
A5108915259,1
A5106253197,1
A5023207853,137
A5018855718,1
A5007536828,2
A5051316954,1
A5058182638,5
A5018619238,1
A5113589199,1
A5107939003,38
A5102953440,5
A5110687536,1
A5003796616,1
A5024798991,1
A5009570680,2
A5072426144,8
A5039988125,1
A5105541613,3
A5087609045,2
A5094372899,1
A5093312024,4
A5025567094,2
A5040784114,1
A5044535481,11
A5060222039,1
A5016843917,2
A5039845643,2
A5074755592,10
A5102518881,1
A5042770577,3
A5055127154,2
A5025287914,3
A5100454481,6
A5103686138,18
A5027133669,1
A5032910432,8
A5043971666,18
A5106465475,2
A5080888881,2
A5109722955,3
A5072860699,10
A5100372136,1
A5000538197,2
A5062394165,1
A5112567048,1
A5000841668,2
A5009735212,4
A5091530644,1
A5102902706,1
A5103781803,1
A5027789887,1
A5099009198,1
A5043448651,2
A5069136895,1
A5108139733,9
A5020377010,2
A5023284091,1
A5004095997,1
A5087452041,155
A5107397510,2
A5086571403,2
A5103926255,6
A5101178654,1
A5093144641,1
A5089630630,1
A5067872268,22
A5025830515,2
A5066512655,2
A5101877942,5
A5063708492,1
A5070051116,1
A5064375123,6
A5107871084,10
A5090847512,33
A5037389264,1
A5077671738,17
A5101953545,1
A5106245765,3
A5033245816,4
A5014315931,1
A5015600675,2
A5087255862,1
A5081207600,1
A5111634323,1
A5101993032,1
A5014310837,1
A5024203094,1
A5092042293,2
A5039049327,1
A5030576540,6
A5086975368,2
A5111721175,1
A5081794070,6
A5077367157,3
A5084735194,1
A5060418432,1
A5049682992,1
A5003934422,1
A5102385755,1
A5066594231,6
A5086056524,1
A5036062591,4
A5050223034,1
A5107921251,4
A5064515089,1
A5063167940,1
A5107252756,3
A5100683263,1
A5078213433,9
A5069350093,1
A5018239022,20
A5071211650,9
A5035590797,5
A5103252995,10
A5043209740,1
A5105540518,3
A5109473087,2
A5023322657,5
A5112707460,5
A5073792853,15
A5030599241,6
A5043309780,4
A5114771284,1
A5102304173,1
A5039149817,1
A5059844466,1
A5053834142,1
A5039957577,20
A5035202326,1
A5100626647,1
A5068495374,1
A5108101318,1
A5107946080,1
A5031165365,1
A5003076174,1
A5015542293,2
A5088018461,11
A5022482310,1
A5111633848,1
A5092074080,1
A5056807627,1
A5083456657,3
A5070981700,29
A5063064353,1
A5114041936,6
A5015039212,71
A5107940031,5
A5075243103,2
A5050903587,12
A5058030418,2
A5060311743,8
A5011469714,3
A5005175829,25
A5031812482,76
A5107079475,1
A5103004902,1
A5107905601,4
A5007936867,2
A5040501323,3
A5045943787,1
A5066817807,1
A5030219935,3
A5066956579,2
A5113070499,1
A5059010780,3
A5007006407,7
A5107945984,1
A5020457527,20
A5096380788,2
A5054897487,19
A5071945495,2
A5012374833,1
A5060354750,1
A5111052500,1
A5043164354,1
A5033898814,1
A5045095752,2
A5056452694,1
A5063696231,1
A5043885552,6
A5045735744,9
A5060056323,1
A5106214183,1
A5111344838,1
A5064507351,4
A5053256585,3
A5007426895,25
A5072570597,1
A5057971575,7
A5107918686,37
A5032553437,4
A5063801356,5
A5084922750,1
A5045071224,1
A5036262453,6
A5056718700,1
A5098210002,1
A5107945036,10
A5070502312,21
A5099009199,1
A5109640920,1
A5005801150,3
A5023350601,22
A5000834476,1
A5073006057,3
A5100705719,2
A5035196790,1
A5070461603,1
A5101483523,1
A5112133559,3
A5030730584,5
A5005749804,2
A5103272740,8
A5112939035,1
A5080340641,30
A5006870368,18
A5101996225,3
A5099009197,1
A5027810676,3
A5085666234,1
A5044410183,5
A5028033373,1
A5088395020,1
A5001524071,11
A5073811724,1
A5083062334,2
A5070911869,7
A5023896148,3
A5021661015,3
A5051480949,5
A5010753349,1
A5024367126,1
A5036018560,36
A5052954539,3
A5071602388,1
A5020285451,1
A5085262646,1
A5040687039,4
A5047058534,1
A5007795781,1
A5028405313,4
A5107920777,24
A5059779797,1
A5071041378,11
A5081506933,1
A5109634279,1
A5092499102,31
A5055309183,1
A5060659646,4
A5042841422,1
A5103089253,1
A5003968449,1
A5056274895,1
A5007342092,1
A5025845183,65
A5082331155,1
A5001350347,2
A5025740801,1
A5021314371,2
A5108471573,1
A5092703320,2
A5013995289,1
A5034162672,6
A5105711362,6
A5075211745,8
A5064437475,1
A5083647953,3
A5112753381,3
A5082199160,2
A5030234311,11
A5025749902,5
A5094372885,3
A5013739050,30
A5051049138,1
A5023618082,13
A5008702851,1
A5107916856,3
A5090636097,1
A5002599650,1
A5104277960,2
A5107893128,2
A5027904346,1
A5052893799,1
A5007949808,1
A5108147799,1
A5088237338,1
A5006358843,26
A5013239178,1
A5045278796,2
A5063234799,2
A5093331436,1
A5018470853,17
A5007091896,2
A5000031039,1
A5081607182,1
A5081256528,1
A5105015708,1
A5035525398,4
A5055576625,2
A5056612439,4
A5013826730,4
A5058621478,4
A5092275100,1
A5047741882,7
A5053699942,3
A5077768957,5
A5069205399,1
A5032277988,15
A5053910957,1
A5054994348,6
A5102726681,1
A5014178009,2
A5113577736,1
A5033201433,1
A5103339612,1
A5045488506,3
A5084974052,35
A5072665017,1
A5042087817,1
A5028410851,1
A5011846587,5
A5100346635,1
A5022028229,22
A5111359872,2
A5109504340,1
A5108410620,1
A5010142385,4
A5114300361,1
A5015235663,4
A5110580953,5
A5026554863,4
A5107882925,2
A5067929604,3
A5106298605,8
A5067687459,1
A5069462942,5
A5039735706,1
A5101569452,2
A5052657343,48
A5109474893,1
A5110896560,1
A5106742465,2
A5007633422,2
A5103071223,1
A5098159993,2
A5008369981,6
A5081135257,2
A5085864443,10
A5034794449,1
A5061451355,3
A5107406211,1
A5008346141,2
A5101557090,1
A5112388350,1
A5059088310,1
A5077303648,10
A5110155453,6
A5075275944,1
A5043574416,10
A5094577053,1
A5108149742,1
A5036876509,2
A5075605518,9
A5057984655,4
A5041056867,14
A5060549482,21
A5095957559,2
A5063714670,2
A5049191211,1
A5111819413,1
A5063881368,59
A5107174552,1
A5108136165,1
A5109980250,1
A5049294271,1
A5111254957,4
A5088842543,2
A5057630914,3
A5045617210,1
A5005821135,1
A5037239293,1
A5106820067,1
A5016274492,9
A5019484177,6
A5081640457,13
A5087084680,1
A5050998689,2
A5069512244,17
A5086762379,6
A5109845424,8
A5108057011,1
A5023180952,1
A5023035273,2
A5010196031,1
A5081627735,48
A5063265366,12
A5075854565,5
A5054935821,18
A5006618228,1
A5061452796,1
A5049930212,26
A5080281190,1
A5101091119,1
A5107900611,3
A5031969777,1
A5049178215,1
A5045314024,6
A5043633466,2
A5076782555,5
A5094057188,1
A5086694292,1
A5089893373,1
A5085108486,1
A5099009202,1
A5110601062,1
A5028336963,6
A5083178294,1
A5083505727,1
A5109463813,1
A5083612161,3
A5103031921,1
A5108269462,1
A5051928946,2
A5019890943,1
A5047933512,1
A5009684303,9
A5106447947,1
A5070937465,2
A5000096613,1
A5088490351,8
A5020715256,1
A5044823819,3
A5037341819,6
A5047248750,15
A5018326917,1
A5102810576,4
A5034750229,2
A5072028695,5
A5094372890,3
A5005336365,1
A5032274743,4
A5011374254,2
A5106289015,4
A5056608668,1
A5028381060,14
A5064895812,1
A5089974487,11
A5029342859,14
A5109689502,1
A5106760547,7
A5094285694,2
A5112128754,1
A5047127979,4
A5084876254,1
A5089200701,5
A5103325869,1
A5044503880,3
A5089868966,4
A5079017493,1
A5005956358,60
A5053684989,19
A5046539794,7
A5011477712,14
A5089961123,1
A5113074033,1
A5037030793,11
A5000164391,1
A5072138917,9
A5100720596,8
A5007999278,1
A5019694462,7
A5051349974,1
A5099787732,1
A5001727428,14
A5051061786,1
A5110335113,1
A5031908137,2
A5109578422,1
A5091527221,1
A5061965726,8
A5007725876,9
A5005940740,4
A5040140885,3
A5075935196,1
A5025117095,1
A5004782320,20
A5018236023,5
A5072919953,1
A5011937862,1
A5087543777,1
A5026211041,1
A5036606916,3
A5015290943,2
A5001680231,1
A5001092946,1
A5093807150,5
A5104684400,2
A5101192743,1
A5113806152,1
A5083835575,2
A5108767655,7
A5026731170,6
A5002526355,2
A5102022373,1
A5088482283,3
A5109703480,2
A5029152785,1
A5015167361,4
A5018473340,1
A5070170015,3
A5055222594,5
A5019031962,1
A5078921815,5
A5108189759,6
A5092915025,1
A5052197601,4
A5044273536,1
A5014280017,1
A5080175512,223
A5068501472,1
A5027137864,4
A5084779726,2
A5084003888,2
A5017512335,1
A5034987971,1
A5111115703,1
A5114276479,1
A5026658438,9
A5043882805,1
A5025364874,2
A5041537684,13
A5051912651,2
A5108143228,1
A5074380847,2
A5050404543,1
A5053710055,3
A5009434063,9
A5052860841,1
A5080030634,1
A5022607494,27
A5029741756,4
A5024014286,1
A5045131182,3
A5011222438,4
A5061149066,1
A5096380785,2
A5100370440,1
A5100628705,2
A5109329466,1
A5001453396,13
A5038684754,1
A5065341540,2
A5066934586,3
A5058977401,3
A5107950890,16
A5086628511,6
A5075602718,6
A5001603324,1
A5047335664,59
A5034090057,1
A5057586496,1
A5024247328,19
A5069156587,1
A5061306082,4
A5098279587,2
A5094099295,1
A5057397376,3
A5043843072,27
A5045723260,1
A5020324492,28
A5113311096,2
A5106923650,1
A5005115737,3
A5052041129,1
A5043652242,3
A5042955881,67
A5082565570,12
A5093820510,2
A5046291663,1
A5021030480,8
A5107253469,7
A5024707170,1
A5007729877,2
A5106765001,1
A5035950342,1
A5034194323,6
A5061238048,1
A5005618701,6
A5089520284,52
A5111270305,1
A5071078957,1
A5085000844,1
A5066718774,2
A5105940593,3
A5078124463,9
A5043392776,1
A5033981912,1
A5002879236,1
A5018157884,1
A5087678287,3
A5065480229,1
A5049293346,4
A5100349362,1
A5004750232,22
A5059367515,1
A5009592061,9
A5041914561,1
A5067925190,1
A5062479264,5
A5055000760,1
A5032876651,1
A5099000062,1
A5009774541,2
A5006172467,15
A5043233592,8
A5034696295,10
A5110967198,1
A5081342306,13
A5003124290,2
A5106789882,2
A5106432537,11
A5106977442,5
A5107468004,2
A5058932170,2
A5020480004,2
A5064136173,2
A5018696558,3
A5075607006,86
A5107942994,4
A5027446148,1
A5067279684,1
A5074138004,2
A5101008490,1
A5012345793,2
A5021244040,2
A5091795396,5
A5079150292,1
A5048563273,1
A5039144942,2
A5004140116,4
A5046380582,2
A5049230384,1
A5054085194,1
A5100814699,4
A5102848472,3
A5107318704,2
A5017265087,2
A5011079056,8
A5100578194,1
A5016400342,1
A5053303066,12
A5091688698,1
A5051623957,1
A5036489728,1
A5066188955,2
A5107827402,4
A5049227865,1
A5112274099,1
A5014370643,1
A5048501007,3
A5106415870,6
A5034169798,1
A5006839795,26
A5030490559,1
A5036081787,6
A5045312409,1
A5077871638,4
A5107889484,11
A5008028442,1
A5076092085,79
A5053925595,1
A5016744057,1
A5105627994,2
A5067947199,1
A5024839446,4
A5059722365,50
A5063983056,2
A5110542037,20
A5017580739,1
A5029738917,1
A5102753467,1
A5015746144,4
A5100324654,2
A5112170003,1
A5061909020,1
A5037707069,6
A5008049177,2
A5053902581,6
A5070103127,16
A5013914389,1
A5070150948,6
A5034742583,1
A5065573845,5
A5084797699,1
A5085243432,10
A5027161958,8
A5033343897,10
A5058377147,6
A5001229882,1
A5037016939,2
A5049009270,6
A5006894906,1
A5028208714,1
A5094341018,1
A5069272515,5
A5021778376,6
A5100636286,1
A5081997439,1
A5050345480,21
A5062273881,1
A5001964801,3
A5113231628,2
A5004718984,1
A5015032395,4
A5109483119,2
A5057378706,15
A5114607208,3
A5114407611,1
A5044348287,6
A5044650048,1
A5079157499,2
A5019464690,5
A5005380504,1
A5008702084,6
A5006861148,1
A5062486496,1
A5008210976,4
A5065448104,2
A5078722691,1
A5087150694,7
A5088313141,1
A5001309437,10
A5015116035,6
A5047375225,3
A5056643397,10
A5089269503,8
A5051827640,1
A5086504582,2
A5081503406,5
A5107589421,2
A5101997502,1
A5106134574,1
A5114962676,1
A5099009200,1
A5030527355,10
A5019215657,2
A5054035462,7
A5039644722,1
A5036969088,7
A5013720870,9
A5063547554,76
A5070111639,1
A5020132407,1
A5081337031,1
A5085412366,3
A5049862651,1
A5048131944,26
A5070776567,5
A5090402356,1
A5001701888,21
A5027149041,1
A5073513487,1
A5069008269,27
A5016474530,1
A5033418897,1
A5064524829,7
A5069611537,7
A5023008629,1
A5082242699,5
A5022811162,1
A5043885378,1
A5113621038,7
A5042284783,1
A5092934230,1
A5112317355,2
A5051953862,2
A5100749973,1
A5087505510,2
A5015720040,10
A5039751267,1
A5028106802,5
A5111304199,1
A5043567461,1
A5002059651,1
A5109582975,1
A5011659683,1
A5108122544,1
A5088955310,2
A5035394955,3
A5061321394,3
A5025284299,2
A5091889598,2
A5083461083,8
A5107937424,6
A5066129249,1
A5064084167,1
A5049850843,1
A5003560716,1
A5100922679,1
A5050326370,1
A5080087360,1
A5094243973,1
A5026607638,1
A5109116971,4
A5112681448,1
A5102622985,1
A5021528836,31
A5091601381,1
A5062673724,1
A5111792621,1
A5001768968,1
A5039985868,2
A5048373260,1
A5055501858,1
A5009859946,11
A5060683620,17
A5058955735,4
A5035180468,39
A5058666235,1
A5102888488,8
A5056330611,15
A5108137093,9
A5016509638,2
A5100607374,91
A5002011562,1
A5090607803,1
A5035830172,8
A5043448387,10
A5109062550,1
A5048484797,1
A5021946449,1
A5018083148,21
A5107368876,1
A5084298635,1
A5089620856,1
A5014146444,2
A5053831385,1
A5080483162,1
A5042184721,2
A5001744220,5
A5020214789,29
A5028038901,1
A5108956248,17
A5015254530,6
A5066637621,1
A5100541367,1
A5029847100,15
A5008706358,2
A5039323796,2
A5084106931,1
A5115552946,1
A5031178558,7
A5048170548,3
A5091891635,1
A5010398770,1
A5051740528,1
A5018290535,1
A5109906031,2
A5067915218,2
A5101477886,3
A5076393237,8
A5046746290,1
A5048717454,1
A5053174956,2
A5045000829,2
A5107886928,4
A5046328259,4
A5091480266,1
A5010278693,8
A5105582340,1
A5107950296,1
A5048649183,6
A5001654418,1
A5020833794,3
A5110930504,1
A5002644042,3
A5111683789,5
A5037984488,4
A5024847912,1
A5059032399,3
A5112504899,1
A5001699679,1
A5035050723,2
A5000327015,4
A5094742905,2
A5017062609,9
A5101551906,3
A5044296944,1
A5003019025,21
A5027231176,3
A5063234097,1
A5076630534,4
A5100958398,1
A5026215303,1
A5026424557,2
A5109206349,1
A5009051263,1
A5031640319,1
A5042828194,3
A5038815593,1
A5029165287,1
A5004736300,1
A5107826904,11
A5039408031,4
A5051872460,2
A5098524125,1
A5103093146,1
A5014846835,11
A5004585493,1
A5049048174,7
A5106404256,24
A5052923347,1
A5006298642,6
A5074248583,1
A5100649740,1
A5038938552,3
A5077008642,1
A5110213503,1
A5076538884,3
A5101651814,1
A5071391110,1
A5062151444,5
A5074647441,1
A5075601224,1
A5047131705,1
A5079843102,1
A5035216289,33
A5073136641,1
A5019173394,3
A5100412598,1
A5024837627,8
A5075218512,1
A5012754171,1
A5057700472,1
A5007766363,1
A5059126844,1
A5083746569,2
A5005426902,31
A5027421976,2
A5093883185,1
A5027084177,2
A5107836972,1
A5056802920,1
A5111895071,1
A5047058393,1
A5021234355,2
A5051300642,53
A5076561811,2
A5091477686,3
A5025615711,1
A5107830586,4
A5001667148,9
A5001577523,1
A5029223704,5
A5083214905,8
A5011285841,1
A5032347499,1
A5001639325,1
A5012736951,1
A5040769435,1
A5031912879,2
A5072114423,1
A5080865130,1
A5107861639,4
A5037526056,2
A5074216682,2
A5115439518,1
A5004485520,2
A5011142323,1
A5076142331,1
A5005521200,8
A5076660513,1
A5106437558,5
A5054262500,21
A5048695729,1
A5002935710,1
A5092649952,1
A5059709243,2
A5031229586,2
A5007332304,21
A5085725507,25
A5021139306,1
A5013453246,127
A5000517811,4
A5093872516,1
A5109213690,5
A5042566720,12
A5013719555,1
A5051294396,4
A5103091032,1
A5006426538,1
A5059205572,1
A5013495118,1
A5084735116,1
A5112404716,1
A5065681259,2
A5068847040,3
A5085354660,1
A5074205822,12
A5029902696,42
A5084156570,4
A5033515816,1
A5008122048,1
A5005304973,1
A5072632662,2
A5080637975,26
A5012544450,1
A5088114212,2
A5034499999,2
A5023105383,9
A5087257542,8
A5039911319,1
A5022550447,2
A5012594780,1
A5108434597,1
A5015117839,9
A5031820694,1
A5041457516,4
A5006488480,3
A5083053930,84
A5003537352,1
A5053010475,3
A5000244554,1
A5089142532,4
A5103173989,2
A5082771661,1
A5100342473,1
A5111034288,1
A5066366239,1
A5089216578,1
A5011698885,2
A5094226060,1
A5013559748,1
A5074249428,1
A5005782042,2
A5079302315,30
A5111135719,1
A5000208214,5
A5095828915,1
A5057659615,4
A5081463095,2
A5020350664,6
A5024805394,1
A5043426705,1
A5074491971,2
A5091782440,8
A5073560321,1
A5039248564,4
A5092184281,1
A5107174602,1
A5037727951,1
A5066094160,25
A5068207922,12
A5062747479,12
A5057493866,13
A5102126715,3
A5092184715,1
A5058734638,1
A5080664941,7
A5053530106,2
A5050027497,6
A5106430713,1
A5070846532,3
A5041627667,33
A5000046494,2
A5081733888,1
A5042917189,1
A5043366102,3
A5050100188,11
A5081832640,1
A5081477043,12
A5007680301,1
A5085183983,1
A5011863305,1
A5033555166,1
A5018332715,47
A5042725789,2
A5107431278,1
A5036009220,2
A5040369377,6
A5056410282,5
A5102739325,1
A5005248368,23
A5012714354,1
A5067693015,3
A5064296445,10
A5107941652,1
A5067835225,1
A5006543633,5
A5067351619,1
A5102636415,1
A5000947923,23
A5112867168,1
A5053442743,6
A5093436279,2
A5101486539,14
A5017240961,4
A5032605492,1
A5113330245,3
A5078547645,1
A5095643122,1
A5007181807,1
A5045819217,1
A5038845342,1
A5087101231,2
A5065035935,3
A5011368561,22
A5052955954,1
A5030566191,13
A5011923584,1
A5078277446,1
A5102616707,2
A5028149447,2
A5016410274,14
A5036559763,1
A5002219268,1
A5112578555,2
A5049923060,7
A5019551063,1
A5038024737,16
A5050423306,1
A5060229388,2
A5110573055,1
A5013795883,9
A5046228592,2
A5094577039,1
A5062362866,14
A5091059154,8
A5059633785,5
A5028042352,1
A5039807413,1
A5033774668,2
A5075638648,40
A5102419102,1
A5037284264,1
A5109331773,2
A5027703731,21
A5107937462,1
A5088046671,20
A5098435762,1
A5076245783,1
A5011205122,1
A5114664967,1
A5072029951,2
A5051606464,1
A5053250227,6
A5054308801,1
A5084120279,1
A5054365632,1
A5057821132,2
A5069610264,1
A5103906609,2
A5100693380,1
A5056146592,1
A5111176742,1
A5032972790,2
A5017109701,18
A5029702981,1
A5018430126,1
A5026477194,25
A5016855366,64
A5043594203,1
A5068240092,1
A5072422264,2
A5079195462,2
A5026003697,1
A5079837960,3
A5043030393,2
A5067610136,1
A5113891942,1
A5080721872,1
A5086013149,8
A5110195756,1
A5078196125,2
A5065736193,1
A5083688604,4
A5079978437,1
A5028412444,1
A5088601853,22
A5101713353,1
A5069484504,2
A5054624404,1
A5014699890,1
A5080890851,25
A5053927336,7
A5085781652,1
A5112693218,1
A5107872720,1
A5055949207,1
A5104316306,1
A5100777364,24
A5029722900,9
A5052900260,1
A5044977022,1
A5024863024,1
A5103416094,2
A5073382016,1
A5094305634,1
A5025359400,1
A5092001564,1
A5023140508,10
A5044372140,1
A5082011338,9
A5084789061,18
A5106749041,5
A5013869869,16
A5009302711,8
A5100692118,1
A5070529234,29
A5047908820,8
A5032240956,1
A5055805357,1
A5013745632,9
A5046610998,1
A5033245657,4
A5087998765,5
A5103261080,1
A5061956309,10
A5018377905,1
A5006281954,17
A5056309382,1
A5002154828,1
A5079153416,4
A5016569870,1
A5068968591,12
A5058759776,6
A5024264128,4
A5008484938,5
A5033532150,2
A5047669397,2
A5101507773,1
A5031015381,6
A5025067624,3
A5025149714,7
A5077589285,1
A5086659914,1
A5059569014,5
A5053846607,3
A5068096677,10
A5101516185,1
A5068723355,4
A5069267052,2
A5000472204,5
A5030717608,1
A5043288270,1
A5029319019,1
A5109725762,2
A5034385371,35
A5094577051,1
A5085268278,1
A5058245772,15
A5113325729,1
A5100308493,2
A5062496278,1
A5066449177,2
A5000554223,4
A5000939714,6
A5100280021,1
A5084717091,1
A5040614063,29
A5075074253,1
A5073250180,2
A5015009708,3
A5068548391,1
A5107901907,1
A5032134615,4
A5100401482,2
A5068454429,1
A5014352978,2
A5102861634,1
A5107882070,14
A5053414475,5
A5067160786,12
A5102728855,1
A5083883066,1
A5089967752,1
A5022480380,2
A5021295789,2
A5034086690,1
A5015273283,1
A5012597626,14
A5030244539,22
A5092982898,2
A5022950275,1
A5073888214,2
A5072895026,1
A5020745438,1
A5016443616,1
A5046340363,1
A5059912481,1
A5093136201,3
A5039259985,1
A5014523416,2
A5034125179,1
A5069396754,2
A5016622594,1
A5050242340,2
A5060118033,4
A5099000064,1
A5060325959,1
A5087497581,7
A5083419958,1
A5064032539,4
A5077301382,12
A5101306137,1
A5027928528,12
A5002080810,2
A5065389333,1
A5029771725,1
A5095084839,1
A5094372888,3
A5017622931,2
A5024038620,3
A5048510854,1
A5089172093,1
A5030215073,1
A5064125758,1
A5092443165,1
A5004238255,3
A5031047024,1
A5042662775,1
A5010109412,23
A5114155766,2
A5095428247,1
A5068457748,3
A5074734519,23
A5044125559,4
A5084953297,175
A5054027777,2
A5087093228,15
A5102764557,1
A5104019338,1
A5039209714,12
A5074668921,5
A5017768179,2
A5023727977,3
A5085496239,5
A5094577043,1
A5076530908,6
A5060780576,13
A5034184758,17
A5038486513,1
A5094577054,1
A5051236397,1
A5037994200,7
A5011835528,1
A5076037101,1
A5107941043,16
A5019657555,1
A5063023262,1
A5090262495,24
A5002794611,1
A5070390118,20
A5034156400,1
A5112741304,1
A5027509883,1
A5106322884,243
A5071929731,1
A5018695308,1
A5025150813,15
A5015324331,8
A5107095154,2
A5035004455,1
A5090635327,5
A5054697197,4
A5109581687,1
A5002773688,4
A5088622611,2
A5024069532,3
A5050505176,1
A5032140166,1
A5056409436,1
A5110315346,1
A5087055962,1
A5078495933,3
A5021966408,1
A5095905895,1
A5073204958,2
A5022143524,1
A5111518405,1
A5059962513,1
A5000256836,1
A5065788184,1
A5107872976,1
A5002664480,9
A5079393767,3
A5035345280,1
A5084816703,1
A5040102140,1
A5061533572,7
A5070869348,2
A5067844379,15
A5009737392,1
A5024123401,48
A5070239225,3
A5061702276,1
A5078218498,2
A5047274681,1
A5079752497,1
A5110743442,1
A5113316055,1
A5020554025,3
A5053487097,1
A5066381139,2
A5071215977,1
A5084316206,2
A5090282079,1
A5096362682,2
A5102812851,1
A5070336878,1
A5080284170,2
A5106460057,7
A5028771228,5
A5110693631,2
A5071998139,52
A5064517253,1
